case_study,benchmark,mode,success,interpret_time,interpret_cpu,interpret_mem,transpile_time,transpile_cpu,transpile_mem,compile_time,compile_cpu,compile_mem,execute_time,execute_cpu,execute_mem,smt_calls,smt_time,smt_mode,smt_eval_time,smt_wait_time,smt_cache_hits,smt_cache_misses,smt_cache_clears,work
scuba,toba-s,interpret-unbatched,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,check-sat-assuming,NA,NA,NA,NA,NA,NA
scuba,toba-s,interpret,y,257.73,3232,138.055712,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.411025989,check-sat-assuming,0.411,2.5989e-05,0.0,9e-06,0,8841.684953
scuba,toba-s,interpret,y,260.96,3230,140.448424,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.38502412,check-sat-assuming,0.385,2.412e-05,0.0,9e-06,0,8841.684953
scuba,toba-s,interpret,y,256.45,3229,131.165268,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.40802607599999996,check-sat-assuming,0.408,2.6076e-05,0.0,9e-06,0,8841.684953
scuba,toba-s,interpret,y,257.66,3226,128.32836,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.510025914,check-sat-assuming,0.51,2.5914e-05,0.0,9e-06,0,8841.684953
scuba,toba-s,interpret,y,257.45,3241,129.120768,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.466023548,check-sat-assuming,0.466,2.3548e-05,0.0,9e-06,0,8841.684953
scuba,toba-s,interpret,y,259.54,3239,131.038452,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.42502808999999997,check-sat-assuming,0.425,2.809e-05,0.0,9e-06,0,8841.684954
scuba,toba-s,interpret,y,256.59,3186,133.226972,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.419042837,check-sat-assuming,0.419,4.2837e-05,0.0,9e-06,0,8841.684953
scuba,toba-s,interpret,y,251.05,3221,132.747728,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.426032584,check-sat-assuming,0.426,3.2584000000000005e-05,0.0,9e-06,0,8841.684956
scuba,toba-s,interpret,y,252.35,3216,132.092148,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.42202581899999997,check-sat-assuming,0.422,2.5819e-05,0.0,9e-06,0,8841.684955
scuba,toba-s,interpret,y,254.91,3250,131.017588,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.429026139,check-sat-assuming,0.429,2.6138999999999998e-05,0.0,9e-06,0,8841.684954
scuba,weblech,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.22,196,7.031564,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,weblech,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.11,226,7.23952,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,weblech,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.76,209,7.504888,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,weblech,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.61,206,7.541576,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,weblech,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.93,217,7.516324,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,weblech,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.07,217,7.332328,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,weblech,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.07,220,7.085748,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,weblech,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.82,220,7.282336,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,weblech,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.22,212,7.494592,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,weblech,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.23,237,7.191072,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,weblech,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,692.18,3946,2.334236,25,0.648161,check-sat-assuming,0.648161,0.0,0.0,2.5e-05,0,210438.579653
scuba,weblech,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,810.74,3954,2.337332,25,0.916245,check-sat-assuming,0.916245,0.0,0.0,2.5e-05,0,275755.347679
scuba,weblech,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,643.87,3941,2.323608,25,1.0471300000000001,check-sat-assuming,1.0471300000000001,0.0,0.0,2.5e-05,0,200872.520991
scuba,weblech,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,792.42,3953,2.332648,25,1.0575899999999998,check-sat-assuming,1.0575899999999998,0.0,0.0,2.5e-05,0,271851.861419
scuba,weblech,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,836.60,3956,2.33262,25,0.945064,check-sat-assuming,0.945064,0.0,0.0,2.5e-05,0,273464.059348
scuba,weblech,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,868.47,3958,2.330804,25,0.9945660000000001,check-sat-assuming,0.9945660000000001,0.0,0.0,2.5e-05,0,270020.74746
scuba,weblech,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,806.62,3954,2.338496,25,0.898852,check-sat-assuming,0.898852,0.0,0.0,2.5e-05,0,268235.204351
scuba,weblech,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,751.85,3949,2.327176,25,1.1088399999999998,check-sat-assuming,1.1088399999999998,0.0,0.0,2.5e-05,0,214716.107673
scuba,weblech,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,759.88,3949,2.333716,25,0.877113,check-sat-assuming,0.877113,0.0,0.0,2.5e-05,0,243376.533505
scuba,weblech,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,833.59,3955,2.333652,25,0.8494919999999999,check-sat-assuming,0.8494919999999999,0.0,0.0,2.5e-05,0,269849.388158
scuba,weblech,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.10,2891,1.82854,25,0.39916500000000005,check-sat-assuming,0.39916500000000005,0.0,0.0,2.5e-05,0,10055.484206
scuba,weblech,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.35,2883,1.829596,25,0.430405,check-sat-assuming,0.430405,0.0,0.0,2.5e-05,0,10055.48596
scuba,weblech,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.60,2888,1.828292,25,0.424313,check-sat-assuming,0.424313,0.0,0.0,2.5e-05,0,10055.485105
scuba,weblech,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.10,2908,1.83086,25,0.377062,check-sat-assuming,0.377062,0.0,0.0,2.5e-05,0,10055.485615
scuba,weblech,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.06,2866,1.829952,25,0.48309500000000005,check-sat-assuming,0.48309500000000005,0.0,0.0,2.5e-05,0,10055.484537
scuba,weblech,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.72,2883,1.833116,25,0.428606,check-sat-assuming,0.428606,0.0,0.0,2.5e-05,0,10055.484694
scuba,weblech,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.05,2885,1.82976,25,0.44320299999999996,check-sat-assuming,0.44320299999999996,0.0,0.0,2.5e-05,0,10055.485896
scuba,weblech,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.88,2916,1.826788,25,0.44862,check-sat-assuming,0.44862,0.0,0.0,2.5e-05,0,10055.484296
scuba,weblech,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.72,2906,1.828148,25,0.382474,check-sat-assuming,0.382474,0.0,0.0,2.5e-05,0,10055.484331
scuba,weblech,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.96,2900,1.83088,25,0.34183300000000005,check-sat-assuming,0.34183300000000005,0.0,0.0,2.5e-05,0,10055.487324
scuba,weblech,interpret-unbatched,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,check-sat-assuming,NA,NA,NA,NA,NA,NA
scuba,weblech,interpret,y,278.33,3209,132.477192,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1.030047749,check-sat-assuming,1.03,4.7749e-05,0.0,2.5e-05,0,9804.804263
scuba,weblech,interpret,y,286.52,3220,134.692472,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1.429056222,check-sat-assuming,1.429,5.6222e-05,0.0,2.5e-05,0,9804.804264
scuba,weblech,interpret,y,282.83,3195,132.450676,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1.0290466459999998,check-sat-assuming,1.029,4.6646e-05,0.0,2.5e-05,0,9804.804262
scuba,weblech,interpret,y,285.94,3218,132.430872,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1.030039204,check-sat-assuming,1.03,3.9204e-05,0.0,2.5e-05,0,9804.804262
scuba,weblech,interpret,y,300.49,3230,137.496536,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1.034061197,check-sat-assuming,1.034,6.1197e-05,0.0,2.5e-05,0,9804.804269
scuba,weblech,interpret,y,284.72,3213,132.575716,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1.293033683,check-sat-assuming,1.293,3.3682999999999996e-05,0.0,2.5e-05,0,9804.804267
scuba,weblech,interpret,y,288.54,3226,134.498664,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1.0210411,check-sat-assuming,1.021,4.1099999999999996e-05,0.0,2.5e-05,0,9804.804262
scuba,weblech,interpret,y,287.48,3200,133.30974,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1.176050351,check-sat-assuming,1.176,5.0351e-05,0.0,2.5e-05,0,9804.804264
scuba,weblech,interpret,y,290.70,3223,134.57818,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1.056037448,check-sat-assuming,1.056,3.7448000000000005e-05,0.0,2.5e-05,0,9804.804262
scuba,weblech,interpret,y,283.19,3180,136.854776,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1.500034776,check-sat-assuming,1.5,3.4776e-05,0.0,2.5e-05,0,9804.804262
scuba,xalan,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.35,187,4.873828,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,xalan,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.54,195,4.869812,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,xalan,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.72,190,4.87902,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,xalan,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.76,221,5.884808,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,xalan,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.66,226,5.881208,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,xalan,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.01,233,5.890336,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,xalan,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.70,184,4.518324,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,xalan,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.93,197,4.864136,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,xalan,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.58,199,4.514208,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,xalan,scuba,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.75,180,4.864208,NA,0,NA,NA,NA,NA,NA,NA,NA
scuba,xalan,compile-unbatched,y,NA,NA,NA,0.85,731,0.3208,183.85,140,3.634348,1318.54,3971,2.693196,4,0.036655700000000006,check-sat-assuming,0.036655700000000006,0.0,0.0,4e-06,0,378266.617989
scuba,xalan,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,971.91,3961,2.690796,4,0.0547502,check-sat-assuming,0.0547502,0.0,0.0,4e-06,0,297324.408786
scuba,xalan,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1226.83,3969,2.711428,4,0.0426266,check-sat-assuming,0.0426266,0.0,0.0,4e-06,0,367376.271244
scuba,xalan,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1365.24,3972,2.712464,4,0.059383000000000005,check-sat-assuming,0.059383000000000005,0.0,0.0,4e-06,0,376227.647927
scuba,xalan,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,916.66,3958,2.694436,4,0.036442999999999996,check-sat-assuming,0.036442999999999996,0.0,0.0,4e-06,0,293228.786672
scuba,xalan,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1356.12,3972,2.69454,4,0.0577566,check-sat-assuming,0.0577566,0.0,0.0,4e-06,0,373899.205277
scuba,xalan,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,883.60,3957,2.694468,4,0.040832,check-sat-assuming,0.040832,0.0,0.0,4e-06,0,263176.529957
scuba,xalan,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1142.34,3967,2.687932,4,0.0337909,check-sat-assuming,0.0337909,0.0,0.0,4e-06,0,348443.795806
scuba,xalan,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,972.14,3961,2.694172,4,0.0353836,check-sat-assuming,0.0353836,0.0,0.0,4e-06,0,292989.352034
scuba,xalan,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,860.91,3955,2.687968,4,0.0358577,check-sat-assuming,0.0358577,0.0,0.0,4e-06,0,265469.208188
scuba,xalan,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.53,2665,2.182152,4,0.0459528,check-sat-assuming,0.0459528,0.0,0.0,4e-06,0,10195.23668
scuba,xalan,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.14,2650,2.18492,4,0.0469911,check-sat-assuming,0.0469911,0.0,0.0,4e-06,0,10195.236659
scuba,xalan,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.58,2704,2.181,4,0.06364500000000001,check-sat-assuming,0.06364500000000001,0.0,0.0,4e-06,0,10195.237852
scuba,xalan,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.10,2706,2.181448,4,0.0627824,check-sat-assuming,0.0627824,0.0,0.0,4e-06,0,10195.236908
scuba,xalan,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.85,2663,2.177068,4,0.0469395,check-sat-assuming,0.0469395,0.0,0.0,4e-06,0,10195.236209
scuba,xalan,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.22,2673,2.178812,4,0.046864800000000005,check-sat-assuming,0.046864800000000005,0.0,0.0,4e-06,0,10195.236809
scuba,xalan,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.86,2695,2.182592,4,0.046779299999999996,check-sat-assuming,0.046779299999999996,0.0,0.0,4e-06,0,10195.236344
scuba,xalan,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.67,2653,2.182732,4,0.0469089,check-sat-assuming,0.0469089,0.0,0.0,4e-06,0,10195.236573
scuba,xalan,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.46,2636,2.18296,4,0.0468085,check-sat-assuming,0.0468085,0.0,0.0,4e-06,0,10195.236431
scuba,xalan,compile,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.55,2638,2.18212,4,0.0512885,check-sat-assuming,0.0512885,0.0,0.0,4e-06,0,10195.23607
scuba,xalan,interpret-unbatched,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,check-sat-assuming,NA,NA,NA,NA,NA,NA
scuba,xalan,interpret,y,284.21,3344,139.87638,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.062011922,check-sat-assuming,0.062,1.1922e-05,0.0,4e-06,0,9963.766917
scuba,xalan,interpret,y,281.63,3346,141.517648,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.058015159000000004,check-sat-assuming,0.058,1.5159e-05,0.0,4e-06,0,9963.766917
scuba,xalan,interpret,y,286.98,3293,138.348284,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.049013961,check-sat-assuming,0.049,1.3960999999999999e-05,0.0,4e-06,0,9963.766917
scuba,xalan,interpret,y,282.91,3286,144.12316,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.060014486,check-sat-assuming,0.06,1.4486e-05,0.0,4e-06,0,9963.766917
scuba,xalan,interpret,y,290.14,3348,139.097484,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.05301248,check-sat-assuming,0.053,1.2479999999999999e-05,0.0,4e-06,0,9963.766917
scuba,xalan,interpret,y,287.75,3266,136.41582,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.061043693999999996,check-sat-assuming,0.061,4.3694e-05,0.0,4e-06,0,9963.766918
scuba,xalan,interpret,y,281.83,3277,136.278304,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.059013262999999996,check-sat-assuming,0.059,1.3263e-05,0.0,4e-06,0,9963.766917
scuba,xalan,interpret,y,284.77,3303,137.610448,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.058011674000000006,check-sat-assuming,0.058,1.1674e-05,0.0,4e-06,0,9963.766917
scuba,xalan,interpret,y,288.19,3315,139.127332,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.057015341000000004,check-sat-assuming,0.057,1.5341e-05,0.0,4e-06,0,9963.766917
scuba,xalan,interpret,y,288.21,3333,140.47734,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.064023159,check-sat-assuming,0.064,2.3159e-05,0.0,4e-06,0,9963.766917
symex,interp-5,cbmc,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,100,0.015276,NA,0,NA,NA,NA,NA,NA,NA,NA
symex,interp-5,cbmc,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,101,0.015312,NA,0,NA,NA,NA,NA,NA,NA,NA
symex,interp-5,cbmc,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,100,0.01514,NA,0,NA,NA,NA,NA,NA,NA,NA
symex,interp-5,cbmc,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,101,0.015196,NA,0,NA,NA,NA,NA,NA,NA,NA
symex,interp-5,cbmc,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,100,0.01526,NA,0,NA,NA,NA,NA,NA,NA,NA
symex,interp-5,cbmc,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,98,0.015196,NA,0,NA,NA,NA,NA,NA,NA,NA
symex,interp-5,cbmc,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,100,0.015156,NA,0,NA,NA,NA,NA,NA,NA,NA
symex,interp-5,cbmc,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,100,0.015276,NA,0,NA,NA,NA,NA,NA,NA,NA
symex,interp-5,cbmc,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,100,0.015168,NA,0,NA,NA,NA,NA,NA,NA,NA
symex,interp-5,cbmc,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,100,0.015216,NA,0,NA,NA,NA,NA,NA,NA,NA
symex,interp-5,klee,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.01,99,0.1177,NA,0,NA,NA,NA,NA,NA,NA,NA
symex,interp-5,klee,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.53,99,0.117692,NA,0,NA,NA,NA,NA,NA,NA,NA
symex,interp-5,klee,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.84,99,0.117636,NA,0,NA,NA,NA,NA,NA,NA,NA
symex,interp-5,klee,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.82,99,0.117632,NA,0,NA,NA,NA,NA,NA,NA,NA
symex,interp-5,klee,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.53,99,0.1177,NA,0,NA,NA,NA,NA,NA,NA,NA
symex,interp-5,klee,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.01,99,0.117712,NA,0,NA,NA,NA,NA,NA,NA,NA
symex,interp-5,klee,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.69,99,0.1177,NA,0,NA,NA,NA,NA,NA,NA,NA
symex,interp-5,klee,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.02,99,0.11768,NA,0,NA,NA,NA,NA,NA,NA,NA
symex,interp-5,klee,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.41,99,0.11758,NA,0,NA,NA,NA,NA,NA,NA,NA
symex,interp-5,klee,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.80,99,0.117644,NA,0,NA,NA,NA,NA,NA,NA,NA
symex,interp-5,compile-reorder,y,NA,NA,NA,0.92,645,0.358624,71.32,200,1.4395,122.16,788,0.12778,7183,172.60932390000002,check-sat-assuming,172.609,0.0003239,0.190501,0.191424,1622,2.844
symex,interp-5,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.58,780,0.128356,7183,169.626289388,check-sat-assuming,169.626,0.00028938799999999996,0.190817,0.191108,1626,2.844
symex,interp-5,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.08,797,0.127324,7183,170.793288462,check-sat-assuming,170.793,0.000288462,0.190307,0.191618,1625,2.844
symex,interp-5,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.94,796,0.127832,7183,169.812288923,check-sat-assuming,169.812,0.000288923,0.190015,0.19191,1631,2.844
symex,interp-5,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.44,796,0.126996,7183,172.330280235,check-sat-assuming,172.33,0.000280235,0.189023,0.192902,1641,2.844
symex,interp-5,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.28,801,0.127452,7183,170.694281258,check-sat-assuming,170.694,0.000281258,0.190852,0.191073,1616,2.844
symex,interp-5,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.99,791,0.1274,7183,172.919294387,check-sat-assuming,172.919,0.000294387,0.190489,0.191436,1632,2.844
symex,interp-5,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.53,794,0.126012,7183,171.380285918,check-sat-assuming,171.38,0.000285918,0.192817,0.189108,1598,2.844
symex,interp-5,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.20,794,0.12706,7183,171.041277297,check-sat-assuming,171.041,0.000277297,0.190111,0.191814,1633,2.844
symex,interp-5,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.28,793,0.12688,7183,172.364284144,check-sat-assuming,172.364,0.000284144,0.190473,0.191452,1626,2.844
symex,interp-5,compile-unbatched,y,NA,NA,NA,0.91,627,0.331888,73.86,198,1.4147,3.76,3060,0.155428,7183,93.22,check-sat-assuming,77.092,16.128,0.346062,0.035859,285,2.624044
symex,interp-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.90,2941,0.154752,7183,91.9451,check-sat-assuming,76.6535,15.2916,0.344397,0.037523,295,2.625307
symex,interp-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.18,2745,0.156468,7183,92.40769999999999,check-sat-assuming,76.969,15.4387,0.343384,0.038533,307,2.624184
symex,interp-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27,2780,0.154068,7183,96.2963,check-sat-assuming,80.2847,16.0116,0.342266,0.039655,324,2.627072
symex,interp-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.61,2650,0.161296,7183,99.8774,check-sat-assuming,83.06869999999999,16.8087,0.339617,0.042301,338,2.622144
symex,interp-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05,2866,0.159704,7183,93.8397,check-sat-assuming,78.07119999999999,15.7685,0.343465,0.038454,310,2.623914
symex,interp-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.04,2309,0.15716,7183,93.3677,check-sat-assuming,78.1497,15.218,0.344754,0.037163,293,2.625331
symex,interp-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.07,2328,0.155048,7183,94.4625,check-sat-assuming,79.65960000000001,14.8029,0.34402,0.037899,307,2.623314
symex,interp-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85,3059,0.158132,7183,96.9575,check-sat-assuming,79.9087,17.0488,0.341435,0.040484,323,2.626736
symex,interp-5,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.18,2754,0.160608,7183,90.43660000000001,check-sat-assuming,76.44810000000001,13.9885,0.344,0.037917,307,2.623863
symex,interp-5,interpret-reorder,y,117.44,185,1.870748,NA,NA,NA,NA,NA,NA,NA,NA,NA,7183,163.807302524,check-sat-assuming,163.805,0.002302524,0.140518,0.186968,1587,4.247159
symex,interp-5,interpret-reorder,y,116.76,187,1.872252,NA,NA,NA,NA,NA,NA,NA,NA,NA,7183,163.32115837199999,check-sat-assuming,163.319,0.002158372,0.142008,0.185478,1571,4.247159
symex,interp-5,interpret-reorder,y,117.55,188,1.865548,NA,NA,NA,NA,NA,NA,NA,NA,NA,7183,165.776305382,check-sat-assuming,165.774,0.002305382,0.140177,0.187309,1590,4.247159
symex,interp-5,interpret-reorder,y,117.89,187,1.853584,NA,NA,NA,NA,NA,NA,NA,NA,NA,7183,167.275936378,check-sat-assuming,167.274,0.0019363779999999999,0.14002,0.187466,1580,4.247159
symex,interp-5,interpret-reorder,y,117.73,186,1.854616,NA,NA,NA,NA,NA,NA,NA,NA,NA,7183,165.73405733,check-sat-assuming,165.732,0.00205733,0.141363,0.186123,1577,4.247159
symex,interp-5,interpret-reorder,y,117.31,186,1.886492,NA,NA,NA,NA,NA,NA,NA,NA,NA,7183,165.411074658,check-sat-assuming,165.409,0.002074658,0.140249,0.187237,1584,4.247159
symex,interp-5,interpret-reorder,y,118.85,186,1.851076,NA,NA,NA,NA,NA,NA,NA,NA,NA,7183,167.562172641,check-sat-assuming,167.56,0.002172641,0.140915,0.186571,1577,4.247159
symex,interp-5,interpret-reorder,y,118.79,185,1.854828,NA,NA,NA,NA,NA,NA,NA,NA,NA,7183,165.644268004,check-sat-assuming,165.642,0.002268004,0.139351,0.188135,1596,4.247159
symex,interp-5,interpret-reorder,y,117.05,189,1.863304,NA,NA,NA,NA,NA,NA,NA,NA,NA,7183,166.385157365,check-sat-assuming,166.383,0.002157365,0.141024,0.186462,1576,4.247159
symex,interp-5,interpret-reorder,y,119.36,183,1.839744,NA,NA,NA,NA,NA,NA,NA,NA,NA,7183,164.858117618,check-sat-assuming,164.856,0.002117618,0.140472,0.187014,1590,4.247159
symex,interp-5,interpret-unbatched,y,6.52,1946,3.58656,NA,NA,NA,NA,NA,NA,NA,NA,NA,7183,92.907591822,check-sat-assuming,81.33,11.577591822,0.289496,0.03799,300,4.27442
symex,interp-5,interpret-unbatched,y,7.32,1875,3.902172,NA,NA,NA,NA,NA,NA,NA,NA,NA,7183,95.314155467,check-sat-assuming,88.804,6.510155467,0.286554,0.040932,329,4.29908
