case_study,benchmark,mode,success,interpret_time,interpret_cpu,interpret_mem,transpile_time,transpile_cpu,transpile_mem,compile_time,compile_cpu,compile_mem,execute_time,execute_cpu,execute_mem,smt_calls,smt_time,smt_mode,smt_eval_time,smt_wait_time,smt_cache_hits,smt_cache_misses,smt_cache_clears,work,parallelism
symex,interp-6,compile-unbatched,y,NA,NA,NA,0.83,636,0.340132,66.93,198,1.435232,13.17,4114,0.632064,23418,501.3606,check-sat-assuming,428.459,72.9016,1.366817,0.195621,1774,8.129219,48
symex,interp-6,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.47,4227,0.521088,23418,460.0836,check-sat-assuming,409.608,50.4756,1.385256,0.176648,1571,8.129296,48
symex,interp-6,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.41,4244,0.519168,23418,455.4762,check-sat-assuming,410.83,44.6462,1.388957,0.172945,1543,8.130613,48
symex,interp-6,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.47,3939,0.511488,23418,457.8481,check-sat-assuming,412.329,45.5191,1.383817,0.178081,1581,8.126723,48
symex,interp-6,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.07,3771,0.52608,23418,457.5542,check-sat-assuming,414.51,43.0442,1.383891,0.178013,1571,8.127252,48
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.11,102,0.057216,97,3.7557924810000003,check-sat-assuming,3.75579,2.481e-06,0.00547,9.8e-05,0,0.180225,1
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.86,102,0.058336,97,4.4953422110000005,check-sat-assuming,4.495340000000001,2.2109999999999997e-06,0.00547,9.8e-05,0,0.180225,1
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.14,102,0.056796,97,3.775922244,check-sat-assuming,3.77592,2.244e-06,0.00547,9.8e-05,0,0.180225,1
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.60,102,0.057984,97,4.237212768,check-sat-assuming,4.23721,2.768e-06,0.00547,9.8e-05,0,0.180225,1
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.63,102,0.057912,97,4.266532181,check-sat-assuming,4.2665299999999995,2.1810000000000004e-06,0.00547,9.8e-05,0,0.180225,1
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.08,137,0.058752,97,15.423003817,check-sat-assuming,15.423,3.817e-06,0.004917,0.000651,0,0.180225,8
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.75,148,0.057216,97,13.008003443,check-sat-assuming,13.008,3.443e-06,0.004984,0.000584,0,0.180225,8
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.06,141,0.0576,97,15.312203481000001,check-sat-assuming,15.3122,3.4810000000000002e-06,0.004912,0.000656,0,0.180225,8
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.16,137,0.057984,97,15.498103082,check-sat-assuming,15.4981,3.0820000000000003e-06,0.004911,0.000657,0,0.180225,8
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.79,138,0.059816,97,15.121003379000001,check-sat-assuming,15.121,3.379e-06,0.004921,0.000647,0,0.180225,8
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.52,178,0.057984,97,23.40950352,check-sat-assuming,23.4095,3.52e-06,0.00437,0.001198,0,0.180225,16
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.87,177,0.057216,97,23.758203580000004,check-sat-assuming,23.758200000000002,3.58e-06,0.004346,0.001222,0,0.180225,16
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.76,172,0.057216,97,21.827604177999998,check-sat-assuming,21.827599999999997,4.1780000000000005e-06,0.004386,0.001182,0,0.180225,16
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.47,182,0.058368,97,22.343903644,check-sat-assuming,22.3439,3.644e-06,0.004419,0.001149,0,0.180225,16
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.28,182,0.056448,97,22.163503755,check-sat-assuming,22.1635,3.755e-06,0.004375,0.001193,0,0.180225,16
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.67,244,0.05952,97,25.067804305,check-sat-assuming,25.0678,4.3049999999999994e-06,0.003994,0.001574,0,0.180225,24
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.60,338,0.0576,97,14.079203152,check-sat-assuming,14.0792,3.152e-06,0.004494,0.001074,0,0.180225,24
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.00,253,0.056832,97,23.410303724,check-sat-assuming,23.4103,3.724e-06,0.004053,0.001515,0,0.180225,24
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.85,233,0.057216,97,27.264504048000003,check-sat-assuming,27.2645,4.048e-06,0.003961,0.001607,0,0.180225,24
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.74,235,0.059904,97,26.204603827,check-sat-assuming,26.2046,3.827e-06,0.00404,0.001528,0,0.180225,24
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.23,580,0.056832,97,8.776813472999999,check-sat-assuming,8.77681,3.473e-06,0.004957,0.000611,0,0.180225,32
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.02,650,0.058752,97,7.560602669,check-sat-assuming,7.5606,2.6689999999999998e-06,0.005048,0.00052,0,0.180225,32
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.51,693,0.057984,97,7.0307929289999995,check-sat-assuming,7.03079,2.9290000000000002e-06,0.005112,0.000456,0,0.180225,32
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.42,574,0.056372,97,8.949502990000001,check-sat-assuming,8.9495,2.99e-06,0.004937,0.000631,0,0.180225,32
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.65,634,0.058272,97,8.121503227,check-sat-assuming,8.1215,3.2269999999999998e-06,0.005,0.000568,0,0.180225,32
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.54,780,0.057216,97,8.025732887999999,check-sat-assuming,8.02573,2.888e-06,0.005081,0.000487,0,0.180225,40
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.21,639,0.056832,97,8.082582881,check-sat-assuming,8.08258,2.881e-06,0.005056,0.000512,0,0.180225,40
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.56,958,0.056064,97,6.049592598,check-sat-assuming,6.04959,2.598e-06,0.005144,0.000424,0,0.180225,40
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.45,684,0.056752,97,7.335653257999999,check-sat-assuming,7.335649999999999,3.258e-06,0.005168,0.0004,0,0.180225,40
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.39,792,0.05872,97,7.872933032000001,check-sat-assuming,7.87293,3.032e-06,0.005072,0.000496,0,0.180225,40
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.85,407,0.057948,97,19.431602995,check-sat-assuming,19.4316,2.9949999999999997e-06,0.004166,0.001402,0,0.180225,48
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.26,367,0.056832,97,22.773204231999998,check-sat-assuming,22.7732,4.2319999999999995e-06,0.004009,0.001559,0,0.180225,48
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.12,402,0.058752,97,19.687203921000002,check-sat-assuming,19.6872,3.921e-06,0.00405,0.001518,0,0.180225,48
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.02,381,0.057976,97,21.547403815000003,check-sat-assuming,21.547400000000003,3.815e-06,0.004057,0.001511,0,0.180225,48
symex,numbrix-sat,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.66,381,0.059136,97,21.253703537000003,check-sat-assuming,21.253700000000002,3.537e-06,0.004223,0.001345,0,0.180225,48
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.52,102,0.062592,97,5.250692686,check-sat-assuming,5.25069,2.686e-06,0.00547,9.8e-05,0,0.165425,1
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15,102,0.059904,97,4.8735127,check-sat-assuming,4.8735100000000005,2.7e-06,0.00547,9.8e-05,0,0.165335,1
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.19,102,0.061824,97,4.93051239,check-sat-assuming,4.93051,2.39e-06,0.00547,9.8e-05,0,0.165335,1
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56,102,0.05952,97,4.301832504,check-sat-assuming,4.30183,2.504e-06,0.00547,9.8e-05,0,0.165335,1
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.44,102,0.06144,97,5.175442282,check-sat-assuming,5.17544,2.2820000000000003e-06,0.00547,9.8e-05,0,0.165335,1
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.02,138,0.057216,97,14.57068,check-sat-assuming,13.3524,1.21828,0.004913,0.000655,0,0.166491,8
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.05,131,0.056448,97,20.64422,check-sat-assuming,14.0151,6.6291199999999995,0.004939,0.000629,0,0.16638,8
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.67,135,0.057216,97,18.890520000000002,check-sat-assuming,13.9701,4.92042,0.004926,0.000642,0,0.166412,8
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.68,134,0.056832,97,21.84425,check-sat-assuming,15.2142,6.63005,0.004922,0.000646,0,0.166478,8
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.88,132,0.056832,97,20.48369,check-sat-assuming,15.1955,5.288189999999999,0.004924,0.000644,0,0.166343,8
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.10,133,0.0576,97,21.187828,check-sat-assuming,20.2333,0.954528,0.00444,0.001128,0,0.166584,16
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.49,151,0.059136,97,24.14897,check-sat-assuming,18.0854,6.0635699999999995,0.00451,0.001058,0,0.166294,16
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.38,135,0.057216,97,27.14145,check-sat-assuming,21.0727,6.06875,0.004454,0.001114,0,0.166379,16
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.02,140,0.0576,97,26.7239,check-sat-assuming,20.0207,6.7032,0.004384,0.001184,0,0.166271,16
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.16,143,0.056832,97,24.177220000000002,check-sat-assuming,17.967200000000002,6.21002,0.004551,0.001017,0,0.166334,16
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.21,157,0.058368,97,20.69319,check-sat-assuming,19.484,1.20919,0.004216,0.001352,0,0.166533,24
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.13,152,0.056448,97,25.17388,check-sat-assuming,19.9574,5.21648,0.004281,0.001287,0,0.166293,24
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.43,147,0.058368,97,26.49903,check-sat-assuming,21.1627,5.33633,0.004133,0.001435,0,0.166308,24
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.52,160,0.056832,97,24.72013,check-sat-assuming,18.9405,5.77963,0.004282,0.001286,0,0.166352,24
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.33,144,0.056832,97,29.015099999999997,check-sat-assuming,23.342599999999997,5.6725,0.004034,0.001534,0,0.166391,24
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.66,166,0.057984,97,26.27356,check-sat-assuming,23.595299999999998,2.6782600000000003,0.003877,0.001691,0,0.166548,32
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.47,154,0.057984,97,29.871499999999997,check-sat-assuming,24.3341,5.5374,0.003952,0.001616,0,0.166328,32
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.02,167,0.0576,97,27.943089999999998,check-sat-assuming,21.5325,6.41059,0.004001,0.001567,0,0.166358,32
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.07,167,0.058324,97,25.661170000000002,check-sat-assuming,20.0819,5.57927,0.004076,0.001492,0,0.166358,32
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.35,157,0.0576,97,31.44454,check-sat-assuming,23.0428,8.40174,0.003939,0.001629,0,0.166368,32
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.39,159,0.05952,97,32.89089,check-sat-assuming,29.6842,3.20669,0.003576,0.001992,0,0.166529,40
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.85,163,0.05752,97,36.96969,check-sat-assuming,28.358,8.611690000000001,0.003769,0.001799,0,0.166351,40
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.43,173,0.057984,97,36.3493,check-sat-assuming,24.827599999999997,11.521700000000001,0.003659,0.001909,0,0.1664,40
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.93,166,0.057216,97,36.461839999999995,check-sat-assuming,27.382099999999998,9.07974,0.003578,0.00199,0,0.166352,40
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.21,167,0.0576,97,32.44887,check-sat-assuming,26.6851,5.76377,0.003608,0.00196,0,0.166552,40
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.20,173,0.058332,97,33.712900000000005,check-sat-assuming,29.044900000000002,4.668,0.003373,0.002195,0,0.1668,48
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.90,195,0.05716,97,33.77295,check-sat-assuming,24.0841,9.68885,0.003721,0.001847,0,0.166309,48
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.30,194,0.057916,97,34.20678,check-sat-assuming,24.6064,9.60038,0.003759,0.001809,0,0.166382,48
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.03,192,0.058368,97,34.5405,check-sat-assuming,24.094,10.4465,0.003714,0.001854,0,0.1664,48
symex,numbrix-sat,compile-unbatched,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.09,180,0.058368,97,39.8048,check-sat-assuming,28.6414,11.1634,0.003271,0.002297,0,0.166496,48
symex,prioqueue-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.76,103,2.748672,41524,173.34322092000002,check-sat-assuming,173.341,0.00222092,0.543144,0.445228,4195,100.549731,1
symex,prioqueue-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.62,103,2.753664,41524,173.51821861,check-sat-assuming,173.516,0.0022186099999999998,0.536101,0.452271,4261,100.549731,1
symex,prioqueue-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.79,103,2.754432,41524,175.58524089,check-sat-assuming,175.583,0.0022408899999999997,0.536101,0.452271,4261,100.549731,1
symex,prioqueue-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.24,103,2.753664,41524,174.42713315,check-sat-assuming,174.425,0.00213315,0.537767,0.450605,4248,100.549731,1
symex,prioqueue-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.41,103,2.75328,41524,175.51020525,check-sat-assuming,175.508,0.0022052499999999997,0.537767,0.450605,4248,100.549731,1
symex,prioqueue-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.92,614,2.757848,41524,239.48903708999998,check-sat-assuming,239.486,0.00303709,0.479793,0.508579,4776,100.549731,8
symex,prioqueue-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.56,617,2.756904,41524,238.64909056,check-sat-assuming,238.646,0.00309056,0.480379,0.507993,4764,100.549731,8
symex,prioqueue-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.46,616,2.759712,41524,237.91593712000002,check-sat-assuming,237.913,0.00293712,0.479415,0.508957,4774,100.549731,8
symex,prioqueue-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.33,614,2.757888,41524,239.07001208,check-sat-assuming,239.067,0.00301208,0.480052,0.50832,4773,100.549731,8
symex,prioqueue-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.44,616,2.758304,41524,239.31499785000003,check-sat-assuming,239.312,0.0029978500000000003,0.479871,0.508501,4769,100.549731,8
symex,prioqueue-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.84,1028,2.788948,41524,279.16653413,check-sat-assuming,279.163,0.0035341300000000003,0.469771,0.518601,4867,100.549731,16
symex,prioqueue-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.83,1026,2.788756,41524,281.81722277,check-sat-assuming,281.814,0.0032227700000000002,0.469881,0.518491,4860,100.549731,16
symex,prioqueue-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.37,1025,2.790536,41524,285.14439547,check-sat-assuming,285.141,0.00339547,0.469186,0.519186,4868,100.549731,16
symex,prioqueue-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.45,1023,2.78968,41524,287.31251799,check-sat-assuming,287.309,0.0035179900000000004,0.469831,0.518541,4862,100.549731,16
symex,prioqueue-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.92,1025,2.789532,41524,282.13740203000003,check-sat-assuming,282.134,0.00340203,0.470195,0.518177,4856,100.549731,16
symex,prioqueue-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.16,1418,2.824444,41524,291.45852231,check-sat-assuming,291.455,0.00352231,0.465842,0.52253,4893,100.549731,24
symex,prioqueue-6,compile-reorder,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.33,1420,2.826448,41524,292.63463671999995,check-sat-assuming,292.631,0.00363672,0.46768,0.520692,4877,100.549731,24
